"ts","EventID","FILE_PATH","PROCESS_ID","USER_NAME","Image","ProcessId","User","DestinationIp","DestinationPort","DestinationPortName","Protocol","SourcePort","ImageLoaded","Signature","SignatureStatus","Signed","TargetFileName","this"
"2024-12-10 13:02:01","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","13.89.178.27","443","https","tcp","49260",,,,,,"c3895a923ba7a6a3581322d467583bc9"
"2024-12-10 13:01:46",,"C:\Windows\system32\SearchProtocolHost.exe",5588,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"e8d49fb26eff39d6f015b1ea67583bbb"
"2024-12-10 13:01:46",,"C:\Windows\system32\SearchFilterHost.exe",696,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"01da086ee3ca55e2da63b0b467583bbb"
"2024-12-10 13:01:42",,"C:\Windows\system32\wbem\wmiprvse.exe",9492,"NT AUTHORITY\NETWORK SERVICE",,,,,,,,,,,,,,"ad9480f17ec1f33df876971967583bb6"
"2024-12-10 13:01:39","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49259",,,,,,"19613d7d4e63b98365c228e967583bb3"
"2024-12-10 13:01:35",,"C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.13_3.13.496.0_x64__qbz5n2kfra8p0\python3.13.exe",1992,"HOMELAB\pparker",,,,,,,,,,,,,,"afe04268a6dfcf7f46d6940467583baf"
"2024-12-10 13:01:25",,"C:\Windows\System32\RuntimeBroker.exe",7680,"HOMELAB\pparker",,,,,,,,,,,,,,"6533bdd57047829dcdef00fd67583ba5"
"2024-12-10 13:01:21",,"C:\Windows\system32\taskhostw.exe",644,"HOMELAB\pparker",,,,,,,,,,,,,,"1f18393edf7f28ebb14185b567583ba1"
"2024-12-10 13:01:21",,"C:\Windows\system32\DllHost.exe",6560,"HOMELAB\pparker",,,,,,,,,,,,,,"32f048bc5d67e3fbbe1d2b2467583ba1"
"2024-12-10 13:01:19",,"C:\Windows\System32\RuntimeBroker.exe",736,"HOMELAB\pparker",,,,,,,,,,,,,,"62a41d02e4e73b2915b3f6fb67583b9f"
"2024-12-10 13:01:17",,"C:\Windows\System32\RuntimeBroker.exe",6576,"HOMELAB\pparker",,,,,,,,,,,,,,"c95423dfd909154c19fa47d767583b9d"
"2024-12-10 13:01:16",,"C:\Windows\system32\BackgroundTaskHost.exe",4332,"HOMELAB\pparker",,,,,,,,,,,,,,"8e0f7c8b43589eef3d0a975c67583b9d"
"2024-12-10 13:01:14",,"C:\Windows\system32\svchost.exe",6940,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"f94290c1b3299e7eddfe2e8b67583b9a"
"2024-12-10 13:01:14",,"C:\Windows\system32\backgroundTaskHost.exe",7344,"HOMELAB\pparker",,,,,,,,,,,,,,"0c456e7f596b5c80794084f867583b9b"
